block_idx,layer_name,layer_cycles,stall_cycles,compute_cycles,layer_execution_time,mem_counter_layer,layer_array_ops,layer_scatter_ops,layer_dense_ops,dram_access,dram_energy,sram_energy,core_energy,total_energy,vector_size
9,o_proj,40542208,0,40542208,0.081084416,mem_counter,73525100544,12522496,149619212288,20514816,2.05107130368,0.1107976141119399,40.23135840426393,42.39322732205587,4096
9,o_proj,39789568,0,39789568,0.079579136,mem_counter,72009383936,25044992,149619212288,20091904,2.0087885619200003,0.11065052994394,39.48448912695704,41.60392821882098,2048
9,o_proj,37080064,0,37080064,0.074160128,mem_counter,66460319744,87657472,149619212288,18550784,1.85470738432,0.1101145452639399,36.795759728652286,38.76058165823623,512
9,o_proj,25991168,0,25991168,0.051982336,mem_counter,43698880512,350629888,149619212288,12199936,1.2197496012800002,0.1079057897919399,25.79188570966425,27.11954110073619,128
9,o_proj,23181312,0,23181312,0.046362624,mem_counter,37918605312,1402519552,149619212288,10587136,1.0585018572800002,0.1073448755919399,23.0035737410519,24.16942047392384,32
9,o_proj,21914368,188160,21726208,0.043828736,mem_counter,30057431040,5610078208,149619212288,8393728,0.8392049254400001,0.10658203227993998,21.74634379091865,22.69213074863859,8
